Wall time,Step,Value
1733183652.474318,2406,0.0
1733183653.278531,2411,-1.0
1733183654.0133371,2416,0.0
1733183655.3025768,2424,0.18115942180156708
1733183655.467181,2425,0.0714285746216774
1733183655.619091,2426,0.07051282376050949
1733183656.222919,2430,0.0
1733183656.718434,2433,0.0
1733183657.206146,2436,0.0
1733183658.4187799,2444,0.0833333358168602
1733183658.741662,2446,0.0
1733183659.377891,2450,-1.0
1733183659.53216,2451,0.0555555559694767
1733183659.6982841,2452,0.0
1733183659.841664,2453,-1.0
1733183660.1646788,2455,0.03999999910593033
1733183660.474782,2457,0.0
1733183660.9517288,2460,0.0
1733183661.4459069,2463,0.043478261679410934
1733183661.611944,2464,0.0
1733183661.963617,2466,0.0
1733183662.2749069,2468,-1.0
1733183663.386816,2475,0.0
1733183664.034519,2479,0.0
1733183664.356815,2481,0.0
1733183664.657181,2483,-1.0
1733183664.9612749,2485,0.0
1733183665.112576,2486,-1.0
1733183665.429332,2488,0.0
1733183665.931435,2491,0.02097902074456215
1733183666.247905,2493,0.0
1733183666.734226,2496,0.0
1733183667.04554,2498,0.039603959769010544
1733183667.515349,2501,-1.0
1733183667.670114,2502,0.0
1733183667.8271072,2503,0.0
1733183669.4539719,2513,-1.0
1733183669.617694,2514,0.0
1733183669.9259799,2516,-1.0
1733183670.086955,2517,0.0
1733183670.244276,2518,0.0
1733183670.390796,2519,-1.0
1733183670.88824,2522,-1.0
1733183671.0459158,2523,0.0
1733183671.360918,2525,0.0
1733183671.830092,2528,-1.0
1733183672.13006,2530,0.0
1733183672.454321,2532,0.0
1733183672.814068,2534,-1.0
1733183674.272444,2543,-1.0
1733183674.4415429,2544,0.0
1733183674.901004,2547,0.0
1733183675.2258282,2549,-1.0
1733183675.556899,2551,0.0
1733183675.8816261,2553,0.0
1733183676.1870239,2555,-1.0
1733183676.337367,2556,0.0
1733183676.817201,2559,0.0
1733183677.751675,2565,0.0
1733183677.911789,2566,0.0
1733183678.5305579,2570,-1.0
1733183678.99771,2573,0.0
1733183679.473869,2576,-1.0
1733183679.797291,2578,0.0
1733183679.9576309,2579,-1.0
1733183680.604467,2583,0.0
1733183681.238145,2587,0.0
1733183681.721869,2590,0.0
1733183681.882387,2591,-1.0
1733183682.040033,2592,0.0
1733183682.1980171,2593,0.0
1733183682.674203,2596,1.0
1733183683.313552,2600,0.032258063554763794
1733183683.644078,2602,0.0
1733183684.277864,2606,0.0416666679084301
1733183684.446659,2607,0.0
1733183684.7640588,2609,-1.0
1733183684.9292521,2610,0.0
1733183685.719234,2615,-1.0
1733183686.2015932,2618,-1.0
1733183686.371694,2619,0.0
1733183686.695982,2621,-1.0
1733183687.017588,2623,0.0
1733183687.33037,2625,0.0
1733183687.484141,2626,0.0
1733183687.946932,2629,0.0
1733183688.0969322,2630,-1.0
1733183688.395782,2632,0.0
1733183688.8753269,2635,0.0
1733183689.033159,2636,-1.0
1733183689.3653471,2638,0.0
1733183690.329634,2644,0.0
1733183690.7972999,2647,0.0
1733183691.282331,2650,0.0
