Wall time,Step,Value
1733183407.666642,870,21749422.0
1733183408.2900128,874,15351340.0
1733183408.610759,876,11757282.0
1733183408.773706,877,11757112.0
1733183409.2591,880,17483684.0
1733183409.561877,882,8770004.0
1733183409.885061,884,8769479.0
1733183410.364087,887,14751016.0
1733183410.676357,889,31725800.0
1733183410.8374898,890,31725480.0
1733183411.146354,892,26115158.0
1733183411.800647,896,5062018.5
1733183412.4245179,900,5971328.0
1733183413.50757,907,13485611.0
1733183413.671795,908,13485400.0
1733183413.826998,909,16685921.0
1733183413.991887,910,16685727.0
1733183414.317417,912,13736397.0
1733183414.7912781,915,8251938.5
1733183414.95242,916,8251833.5
1733183415.110892,917,8251719.5
1733183415.600183,920,40701672.0
1733183415.7693682,921,16850618.0
1733183415.9200141,922,16850430.0
1733183416.096607,923,16850212.0
1733183417.400788,931,11197926.0
1733183417.56723,932,11197792.0
1733183418.0646431,935,20741572.0
1733183419.1870668,942,14958148.0
1733183419.67074,945,26085446.0
1733183420.94561,953,33363960.0
1733183421.0968,954,16097890.0
1733183421.4260721,956,16097453.0
1733183421.611213,957,30764364.0
1733183421.769612,958,30764038.0
1733183422.2896981,961,20708440.0
1733183422.457759,962,20708136.0
1733183422.7883599,964,31229228.0
1733183423.120068,966,9187502.0
1733183423.9405062,971,11959283.0
1733183424.1531332,972,33095286.0
1733183424.780131,976,16743062.0
1733183424.9419022,977,16742829.0
1733183425.104269,978,16903140.0
1733183425.26787,979,16902914.0
1733183425.755869,982,14139169.0
1733183425.912218,983,14138957.0
1733183426.070871,984,7380131.0
1733183426.5497909,987,17158706.0
1733183426.7167768,988,17158542.0
1733183428.0056021,996,17856564.0
1733183428.6222441,1000,17222688.0
1733183428.965424,1002,4497818.5
1733183429.292979,1004,4497660.5
1733183429.45017,1005,7890129.5
1733183429.930454,1008,22647066.0
1733183430.402119,1011,13807311.0
1733183430.549697,1012,13807150.0
1733183430.702143,1013,13806967.0
1733183430.864736,1014,16566513.0
1733183431.331764,1017,10527119.0
1733183432.6608052,1025,12001586.0
1733183433.019918,1027,13592612.0
1733183433.351656,1029,14910146.0
1733183433.672173,1031,14909813.0
1733183433.822409,1032,10616469.0
1733183434.313498,1035,15519256.0
1733183434.6278799,1037,15517642.0
1733183434.945649,1039,4086127.75
1733183435.7352169,1044,14306705.0
1733183436.844001,1051,14289327.0
1733183436.99689,1052,14289154.0
1733183437.467524,1055,9516181.0
1733183437.786346,1057,4775342.0
1733183438.7249532,1063,23836008.0
1733183438.884284,1064,23835748.0
1733183439.195752,1066,30463190.0
1733183439.513207,1068,27863232.0
1733183440.1529732,1072,12697688.0
1733183440.813501,1076,7037240.5
1733183441.120131,1078,18821386.0
1733183441.936213,1083,7211867.0
1733183442.0964491,1084,7211208.5
1733183442.253263,1085,7211102.5
1733183443.381304,1092,15213795.0
1733183443.543284,1093,15213637.0
1733183444.4951758,1099,10088047.0
1733183445.12713,1103,20579512.0
1733183445.276652,1104,24494456.0
1733183445.4329119,1105,24494176.0
1733183446.951874,1114,16707044.0
1733183447.2666728,1116,28387588.0
1733183447.750543,1119,9412923.0
1733183448.6823208,1125,13263525.0
1733183448.828777,1126,13263349.0
1733183449.453887,1130,10360934.0
1733183449.928819,1133,16667923.0
1733183450.0784461,1134,2000601.875
1733183450.231149,1135,2000500.375
1733183450.6868181,1138,11280884.0
1733183452.4302871,1149,22660100.0
1733183452.902507,1152,22456598.0
1733183453.385345,1155,3715382.75
1733183453.5449338,1156,3715310.75
1733183453.7007291,1157,3715235.75
1733183454.1725068,1160,12314533.0
1733183454.3279989,1161,14919954.0
1733183454.4836748,1162,14919798.0
1733183456.845398,1177,3283735.25
1733183457.3200388,1180,23291584.0
1733183457.635964,1182,6016940.5
1733183457.790415,1183,6016409.0
1733183458.110235,1185,6904626.5
1733183458.270366,1186,6904539.0
1733183458.7409952,1189,21669788.0
1733183459.2059479,1192,21756946.0
1733183459.359128,1193,21756692.0
1733183459.656225,1195,16444905.0
1733183459.968106,1197,26385156.0
1733183460.280066,1199,26384602.0
1733183460.592442,1201,23282276.0
1733183461.12037,1204,4000234.75
1733183461.4191282,1206,3050930.25
1733183461.730124,1208,3050806.75
1733183462.044062,1210,14176960.0
1733183462.35998,1212,8707372.0
1733183462.678942,1214,8707142.0
1733183464.2775092,1224,12332986.0
1733183464.921494,1228,11180232.0
1733183465.564458,1232,24221020.0
1733183465.725736,1233,7619336.5
1733183465.878601,1234,7619191.5
1733183466.178327,1236,15064316.0
1733183466.631555,1239,16868308.0
1733183467.104537,1242,4889980.0
1733183467.4296908,1244,4889793.0
1733183467.9150982,1247,10606594.0
1733183468.885447,1253,14804915.0
1733183469.2036219,1255,39727092.0
1733183469.5340512,1257,19935574.0
1733183469.692107,1258,19935390.0
1733183470.1750772,1261,7875785.0
1733183470.3422499,1262,7875654.5
1733183470.525653,1263,38702072.0
1733183471.008353,1266,21497428.0
1733183472.3112488,1274,27654806.0
1733183473.122676,1279,9217905.0
1733183473.449876,1281,23965232.0
1733183474.420029,1287,6169399.5
1733183475.0715,1291,19979720.0
1733183475.235522,1292,19979462.0
1733183475.384962,1293,8702308.0
1733183475.557249,1294,8702170.0
1733183476.525216,1300,13721500.0
1733183477.0073159,1303,3851043.75
1733183478.112502,1310,20842122.0
1733183478.430641,1312,24691168.0
1733183478.881814,1315,8866325.0
1733183479.0412958,1316,8866196.0
1733183479.544093,1319,13496450.0
1733183479.704521,1320,6366370.0
1733183480.508241,1325,10418104.0
1733183480.6708648,1326,21763956.0
1733183480.836459,1327,21763770.0
1733183481.3064919,1330,7359473.0
1733183481.7772841,1333,10743014.0
1733183481.9403431,1334,10742842.0
1733183482.105184,1335,20809160.0
1733183482.2662451,1336,20808930.0
1733183482.427961,1337,20808644.0
1733183483.4092412,1343,6765191.0
1733183484.349491,1349,16553004.0
1733183485.272278,1355,5103002.5
1733183485.901578,1359,9491659.0
1733183486.222059,1361,9491388.0
1733183487.014647,1366,3215976.25
1733183487.6505868,1370,13239862.0
1733183488.7509298,1377,19978220.0
1733183489.081465,1379,19977772.0
1733183489.575831,1382,12332799.0
1733183489.922081,1384,40413820.0
1733183490.085124,1385,40413348.0
1733183490.592902,1388,18710322.0
1733183490.758081,1389,5441675.5
1733183491.084665,1391,5441440.0
1733183491.238129,1392,18362256.0
1733183491.71117,1395,41317056.0
1733183494.4446511,1412,18148218.0
1733183494.6030269,1413,7734890.5
1733183494.765868,1414,7734785.0
1733183494.922996,1415,7734667.0
1733183495.5554502,1419,13011209.0
1733183496.042819,1422,23623250.0
1733183496.675643,1426,12405721.0
1733183496.831838,1427,12405537.0
1733183496.993827,1428,20297728.0
1733183497.631503,1432,18015056.0
1733183497.800083,1433,18014780.0
1733183497.968435,1434,4104900.5
1733183498.295145,1436,4104731.75
